key_id,su1_numerator,minimum_margin,Nz,Ez
2,45,1,2206629888,0
2,45,2,7209400320,0
2,45,3,4254767616,0
2,45,4,8472183552,0
2,45,5,762193152,0
2,45,6,71124480,0
2,46,-5,163577856,163577856
2,46,-3,394264576,394264576
2,46,-2,1585446912,1585446912
2,46,-1,3273916416,3273916416
2,46,1,5018484736,0
2,46,2,10429231104,0
2,46,3,20090359296,0
2,46,4,16542454272,0
2,46,5,12710259072,0
2,46,6,591857280,0
2,47,-4,490733568,490733568
2,47,-3,641728512,641728512
2,47,-2,1050673152,1050673152
2,47,-1,4844421120,4844421120
2,47,1,8841461760,0
2,47,2,22078554624,0
2,47,3,20447382528,0
2,47,4,17003761920,0
2,47,5,1404837504,0
2,47,6,2540160,0
2,48,-5,163577856,163577856
2,48,-3,1447034880,1447034880
2,48,-2,2113929216,2113929216
2,48,-1,5348524032,5348524032
2,48,1,17314283520,0
2,48,2,34869977088,0
2,48,3,66041359872,0
2,48,4,22064485632,0
2,48,5,35757137664,0
2,48,6,100154880,0
2,49,-4,490733568,490733568
2,49,-3,226492416,226492416
2,49,-2,3321888768,3321888768
2,49,-1,9318629376,9318629376
2,49,1,18246205440,0
2,49,2,35365883904,0
2,49,3,48056186880,0
2,49,4,12727456128,0
2,49,5,1062956160,0
2,49,6,133249536,0
2,50,-5,37748736,37748736
2,50,-3,1321205760,1321205760
2,50,-2,1245708288,1245708288
2,50,-1,10123739136,10123739136
2,50,1,36500889600,0
2,50,2,37848268800,0
2,50,3,105512961024,0
2,50,4,40340008368,0
2,50,5,11149587792,0
2,50,6,519934464,0
2,50,7,11757312,0
2,51,-4,113246208,113246208
2,51,-2,3623878656,3623878656
2,51,-1,9931161600,9931161600
2,51,1,32151748608,0
2,51,2,20278204416,0
2,51,3,42422123520,0
2,51,4,7332788736,0
2,51,5,1016934912,0
2,52,-3,226492416,226492416
2,52,-2,1698693120,1698693120
2,52,-1,8896905216,8896905216
2,52,1,53453094912,0
2,52,2,45198590976,0
2,52,3,11396623104,0
2,52,4,10065821184,0
2,52,5,14018925312,0
2,53,-2,2717908992,2717908992
2,53,-1,4310433792,4310433792
2,53,1,20660355072,0
2,53,2,7176646656,0
2,53,3,8033872896,0
2,53,4,4981906944,0
2,53,5,3759146496,0
2,54,-2,5152702464,5152702464
2,54,-1,7042498560,7042498560
2,54,1,4796448768,0
